"","school","logo"
"1515","St. Louis Alumni-Hawaii",""
"1516","St. Mary's (Kansas)",""
"1517","St. Mary's (Minnesota)",""
"1518","St. Mary's (Texas)",""
"1519","St. Olaf",""
"1520","St. Paul",""
"1521","St. Paul Central High",""
"1522","St. Paul's (New Hampshire)",""
"1523","Stroudsburg",""
"1524","St. Steven's",""
"1525","St. Thomas",""
"1526","St. Viator",""
"1527","St. Vincent's (California)",""
"1528","St. Vincent's (Pennsylvania)",""
"1529","Superba A.C.",""
"1530","Swarthmore",""
"1531","Swarthmore Alumni",""
"1532","Syracuse A.C.",""
"1533","Syracuse Alumni",""
"1534","Talladega",""
"1535","Tampa",""
"1536","Tampa A.C.",""
"1537","Tarkio",""
"1538","Taylor","http://a.espncdn.com/i/teamlogos/ncaa/500/620.png"
"1539","Temperance A.C.",""
"1540","Tennessee Deaf School",""
"1541","Tennessee Medical College",""
"1542","Tennessee-Memphis",""
"1543","Tennessee Military",""
"1544","Tennessee Wesleyan",""
"1545","Texas A&M-Corpus Christi",""
"1546","Texas-Arlington",""
"1547","Texas Deaf School",""
"1548","Texas Military",""
"1549","Texas Wesleyan",""
"1550","Thiel",""
"1551","Thiel College","http://a.espncdn.com/i/teamlogos/ncaa/500/2644.png"
"1552","Third Air Force",""
"1553","Tioga",""
"1554","Toledo A.C.",""
"1555","Tonkawa Preparatory",""
"1556","Toronto All-Stars",""
"1557","Transylvania",""
"1558","Trinity International (IL)","http://a.espncdn.com/i/teamlogos/ncaa/500/2907.png"
"1559","Trinity (Texas)",""
"1560","Troy Laureates",""
"1561","Tulane Alumni",""
"1562","Twin Cities Central High",""
"1563","Twin Cities High",""
"1564","UAY All-Stars",""
"1565","Union College","http://a.espncdn.com/i/teamlogos/ncaa/500/2841.png"
"1566","Union (NY)",""
"1567","Union (Tennessee)",""
"1568","University Club of Chicago",""
"1569","University of Mary","http://a.espncdn.com/i/teamlogos/ncaa/500/559.png"
"1570","University of Mexico",""
"1571","Upsala",""
"1572","U.S. Amphibians",""
"1573","U.S. International",""
"1574","U.S. Marines",""
"1575","US Recup. Company",""
"1576","USS Boston",""
"1577","USS Franklin",""
"1578","USS Idaho",""
"1579","USS Maryland",""
"1580","USS Mercy",""
"1581","USS Minnesota",""
"1582","USS Mississippi",""
"1583","USS New Mexico",""
"1584","USS New York",""
"1585","USS Oklahoma",""
"1586","USS Tennessee",""
"1587","USS Utah",""
"1588","USS Washington",""
"1589","Utah Alumni",""
"1590","Utah Field Artillery",""
"1591","Utah State Alumni",""
"1592","Vancouver Barracks",""
"1593","Vanderbilt Alumni",""
"1594","Vedado A.C.",""
"1595","Vermont",""
"1596","Vermont Methodist Seminary",""
"1597","Vicksburg A.C.",""
"1598","Vigilant A.C.",""
"1599","Vincennes",""
"1600","Vineland",""
"1601","Virginia Boat Club",""
"1602","Virginia Medical",""
"1603","Virginia Tech Alumni",""
"1604","Virginia Union","http://a.espncdn.com/i/teamlogos/ncaa/500/2676.png"
"1605","Volunteer A.C.",""
"1606","Waco Field",""
"1607","Wake Forest Freshmen",""
"1608","Walton",""
"1609","Warrenton Preparatory",""
"1610","Washington Artillery",""
"1611","Washington (Maryland)",""
"1612","Washington Redskins (NFL)",""
"1613","Washington YMCA",""
"1614","Waterton",""
"1615","Watertown",""
"1616","Waukegan High",""
"1617","Wayne State",""
"1618","Welch Neck High",""
"1619","Wendell Phillips High",""
"1620","Wesley",""
"1621","Wesleyan (CT)",""
"1622","West Coast Army",""
"1623","West Coast Navy",""
"1624","West Denver High",""
"1625","West Division High",""
"1626","West End Amateurs",""
"1627","Western (Iowa)",""
"1628","Western Reserve",""
"1629","West Logan High",""
"1630","Westminster (Missouri)",""
"1631","Westminster (Pennsylvania)",""
"1632","West Seattle A.C.",""
"1633","West Texas Military",""
"1634","Wetumpka",""
"1635","Wheaton High",""
"1636","White Sands",""
"1637","White Squadron",""
"1638","Whitman",""
"1639","Wichita State",""
"1640","William Jewell",""
"1641","Williams Alumni",""
"1642","Williams Field",""
"1643","Williamsport",""
"1644","Williston",""
"1645","Wilmington",""
"1646","Winchester",""
"1647","Wisconsin Alumni",""
"1648","Wisconsin Freshmen",""
"1649","Wisconsin-Milwaukee",""
"1650","Wisconsin-Oshkosh",""
"1651","Wisconsin-Whitewater",""
"1652","Wissahickon Barracks",""
"1653","Worcester A.C.",""
"1654","Worcester Academy",""
"1655","Wyoming Alumni",""
"1656","Wyoming Faculty",""
"1657","Wyoming Seminary",""
"1658","Xavier",""
"1659","Yale Alumni",""
"1660","Yale Consolidated",""
"1661","Yale Freshmen",""
"1662","Yale/Princeton/Harvard Grads",""
"1663","YMI",""
"1664","York YMCA",""
"1665","Yuma Field",""
